Rank,Movie_Title,Release_Date,Box_Office,Box_Office_Share,Cumulative_Box_Office,Audience,Cumulative_Audience,Screens,Showings,Nationality,Production_Company,Distributor,Genre,Director,Actors,movieCd,fd_rank,w1_rank,w2_rank,w1_au,w2_au,w3_au,w1_av_sc,w2_av_sc,w3_av_sc,Distributor_Sc,first_act,second_act,w3_rank,w1_av_sales,w2_av_sales,w3_av_sales,first_act_code,second_act_code,one_Distributor,Distributor_code,Distributors_mv,Director_code,di_ca,first_actor_mv,second_actor_mv,di_ca_au_y3,di_ca_au_y5,first_actor_mv_au_y3,first_actor_mv_au_y5,second_actor_mv_au_y3,second_actor_mv_au_y5,Is_High_Season,Distributors_mv_au_y3,Distributors_mv_au_y5,Over_12,15세관람가,Over_15,General_Audience,No_Youth,Others,USA,Korea,actor_mv_au_y3,actor_mv_au_y5,Week1_Avg,Week2_Avg,Week3_Avg,w1_mean_diff,w1_slope,w2_mean_diff,w2_slope,w3_mean_diff,w3_slope,w1_pre_mean_diff,w1_pre_slope,w2_pre_mean_diff,w2_pre_slope,w3_pre_mean_diff,w3_pre_slope,w2_ac_au,w3_ac_au,w1_df_rank,w2_df_rank,w3_df_rank,w2_new_mean_diff,w2_pre_new_mean_diff,w3_new_mean_diff,w3_pre_new_mean_diff
1.0,서울의 봄,2023-11-22,127926951712.0,0.048,127926951712.0,13128080.0,13128080.0,2463.0,374533.0,한국,(주)하이브미디어코프,플러스엠 엔터테인먼트,드라마,김성수,"이귀우,황정민,정우성,이성민,박해준,김성균,김의성,정동환,안내상,유성주,최병모,박훈,이재윤,김성오,남윤호,홍서준,안세호,정형석,박정학,박원상,박민이,염동헌,전진기,차래형,공재민,권혁,한창현,송영근,전수지,서광재,임철형,현봉식,곽자형,전운종,이승희,김기무,문성복,김옥주,박정표,곽진석,한규원,우미화,차건우,최원경,정만식,정해인,이준혁,우아름,김지원,최기동,양영문",20212866,1,1,1,2364698,2703248,2294407,1062.7173857216228,1189.735051870481,1074.8075353008096,A,황정민,정우성,1,24.02857142857143,28.24285714285714,25.442857142857143,10090290,10062025.0,플러스엠 엔터테인먼트,20141469,"탈주,범죄도시4,열대야,파반느,데드맨,드림,대도시의 사랑법,리볼버,야당,크로스,호프,서울의 봄,화란,타겟,범죄도시3,교섭,쥬라기캅스 극장판: 공룡시대 대모험,헌트,범죄도시2,카브리올레,젠틀맨,서울괴담,킹메이커,파이프라인,대외비,유체이탈자,아이들은 즐겁다,미드나이트 스카이,더 프롬,맹크,힐빌리의 노래,트라이얼 오브 더 시카고 7,디바,보고타,자산어보,오케이 마담,너와 파도를 탈 수 있다면,감쪽같은 그녀,엔젤 해즈 폴른,매튜 본의 백조의 호수,날씨의 아이,나랏말싸미,롱 리브 더 킹: 목포 영웅,헬보이,지푸라기라도 잡고 싶은 짐승들,미스터 주: 사라진 VIP,기묘한 가족,미래의 미라이,은혼2: 규칙은 깨라고 있는 것,도어락,명당,리틀 포레스트,썬키스 패밀리,너의 결혼식,변산,덕구,커뮤터,기억의 밤,부라더,범죄도시,스파이 게임,로마의 휴일,박열,슈퍼 빼꼼: 스파이 대작전,아빠는 딸,분노,신 고질라,딥워터 호라이즌,너의 이름은.,로스트 인 더스트,비틀스: 에잇 데이즈 어 위크 – 투어링 이어즈,카이: 거울 호수의 전설,국가대표 2,나이스 가이즈,런던 해즈 폴른,22,미씽: 사라진 여자,몽 루아,날, 보러와요,동주,셜록: 유령신부,리틀 보이,더 기프트,춘희막이,미쓰 와이프,제 7기사단,베스트 오브 미,바람의 검심 : 전설의 최후편,이미테이션 게임,워킹걸,일곱난쟁이,워 호스,현기증,제보자,바람의 검심 : 교토 대화재편,아빠를 빌려드립니다,지옥이 뭐가 나빠,씬 시티: 다크히어로의 부활,극장판 뛰뛰빵빵 구조대 미션: 둥둥이를 구하라!",10004596,"서울의 봄,아수라,감기,영어완전정복,무사,태양은 없다,비트,런어웨이,결혼만들기,나와 통하는 다음검색 : 빽,비명도시","크로스,호프,서울의 봄,교섭,헌트,베테랑2,인질,다만 악에서 구하소서 파이널컷,다만 악에서 구하소서,공작,군함도,군함도 감독판,아수라,곡성,검사외전,히말라야,베테랑,국제시장,남자가 사랑할 때,전설의 주먹,신세계,댄싱퀸,모비딕,평양성,부당거래,끝과 시작,구르믈 버서난 달처럼,그림자 살인,슈퍼맨이었던 사나이,행복,검은 집,사생결단,내 생애 가장 아름다운 일주일,너는 내 운명,천군,달콤한 인생,여자, 정혜,마지막 늑대,바람난 가족,이공,로드무비,YMCA야구단,와이키키 브라더스,쉬리,그녀,오감도","웅남이,서울의 봄,거미집,달짝지근해: 7510,헌트,보호자,강철비2 : 정상회담 확장판,강철비2: 정상회담,지푸라기라도 잡고 싶은 짐승들,어쩌다, 결혼,증인,증인,인랑,그날, 바다,강철비,더 킹,아수라,나를 잊지 말아요,마담 뺑덕,신의 한 수,감시자들,아테나: 전쟁의 여신,검우강호,호우시절,좋은 놈, 나쁜 놈, 이상한 놈 ,좋은 놈, 나쁜 놈, 이상한 놈(칸버전),중천,데이지,새드무비,내 머리 속의 지우개,똥개,무사,러브(LOVE),유령,태양은 없다,모텔 선인장,비트,상해탄 ,본 투 킬,구미호,소속,경계에서,선물,방아쇠",0.0,0.0,1928925.75,2018589.5,1023126.0,1222608.6666666667,False,1726600.4,1045459.2195121952,True,False,False,False,False,False,False,True,1476025.875,1620599.0833333335,9.823204419889503,9.841463414634148,9.835087719298246,10.51808916666667,3.636910714285713,-7.773513030303022,-0.9717760659340662,-13.701267222222206,-1.4703241558441558,11.034368169161056,2.9139288211837724,-6.8652650103046255,-1.0222661843429028,-11.872415722928835,-1.3930085160306678,5067946,7362353,0,0,0,-13.00689285714286,-11.93979041631951,-12.602484285714276,-11.419142052918067
2.0,파묘,2024-02-22,115121081312.0,0.044,115121081312.0,11910325.0,11910325.0,2367.0,364429.0,한국,(주)쇼박스,(주)쇼박스,"미스터리,공포(호러)",장재현,"최민식,김고은,유해진,이도현,김재철,김민준,김병오,전진기,박정자,박지일,이종구,이영란,정상철,김지안,김태준,김서현,송광자,최문경,김선영,이다윗,김소숙,정윤하,설승혜,홍서준,안태영,최정화,이아연,심소연,한미자,현지인,이경민,한동희,이정현,설창희,황유나,윤재인,김희상,선인호,백승철,윤종구,박종원,임호준,김진욱,류한선,박태양,이은경,박진영,홍석빈,한혜지,박재완,윤정훈,최교식,이지현,정예서,이은주,은수,장의돈,주광현,박용,신무호,김이석,김선동,한동균,박예빈,윤수진,정승기,강일웅,김영주,오보혜,고영규,선인호,전형규,이태운,임예은,최낙윤,정무성,진대연,송나영,유한솔,김하영",20234675,1,1,1,3312940,3293441,1806157,1560.2893090224047,1501.11257976299,898.3301833167542,A,최민식,김고은,1,36.97142857142857,35.55714285714286,20.728571428571424,10072251,20125838.0,(주)쇼박스,20100103,"청춘 18X2 너에게로 이어지는 길,파묘,먼 훗날 우리,사랑의 하츄핑,메이킹 다큐멘터리 `스즈메의 문단속`을 따라가다,모럴해저드(가제),스즈메의 문단속: 다녀왔어,비공식작전,스즈메의 문단속,압꾸정,비상선언,시민덕희,싱크홀,랑종,3일의 휴가,이상한 나라의 수학자,국제수사,사흘,남산의 부장들,퍼펙트맨,봉오동 전투,공포체험단 곤지암편,마담 싸이코,미성년,돈,뺑반,성난황소,마약왕,암수살인,곤지암,조선명탐정: 흡혈괴마의 비밀,꾼,택시운전사,특별시민,제5열,증거불충분,살인자의 기억법 : 새로운 기억,살인자의 기억법,프리즌,가려진 시간,터널,굿바이 싱글,조작,희생부활자,럭키,남과 여,검사외전,그날의 분위기,내부자들: 디 오리지널,내부자들,미안해 사랑해 고마워,아델라인 : 멈춰진 시간,암살,제3의 사랑,사도,극비수사,연애의 맛,위플래쉬,조선명탐정 : 사라진 놉의 딸,강남 1970,상의원,우리는 형제입니다,신의 한 수,그레이스 오브 모나코,군도: 민란의 시대,끝까지 간다,프랑켄슈타인: 불멸의 영웅,조선미녀삼총사,용의자,동창생,화이: 괴물을 삼킨 아이,관상,은밀하게 위대하게 (확장판),미스터 고,은밀하게 위대하게,파파로티,킬링 소프틀리,남자사용설명서,박수건달,내가 살인범이다,회사원,도둑들,인시디어스,미확인 동영상 : 절대클릭금지,간기남,저스티스,범죄와의 전쟁: 나쁜놈들 전성시대,원더풀 라디오,더 킥,오직 그대만,의뢰인,챔프,고지전,모비딕,적과의 동침,노미오와 줄리엣,스토리 오브 루크,레지던트,달빛 길어올리기,웨이 백,조선명탐정 : 각시투구꽃의 비밀,황해,불량남녀,센츄리온,악마를 보았다,맨발의 꿈,악마를 보았다 감독판,아버지를 위한 노래,플래닛 51,일라이,의형제,아빠가 여자를 좋아해,여배우들,불꽃처럼 나비처럼,국가대표 완결판-못 다한 이야기,이태원 살인사건,불신지옥,국가대표,주온-원혼의 부활,거북이 달린다,리틀 비버,미쓰 루시힐,슬픔보다 더 슬픈 이야기,작전,적벽대전 2 : 최후의 결전,쌍화점,벼랑 위의 포뇨,서양 골동 양과자점 앤티크,마이 쎄시 걸,고고 70,님은 먼 곳에,적벽대전:거대한 전쟁의 시작,흑심모녀,디 아이,가루지기,추격자,다찌마와리,크로우즈 제로,GP 506,동거, 동락,마이 블루베리 나이츠,마지막 선물,엘라의 모험 : 해피엔딩의 위기,P.S. 아이 러브 유,내 사랑,열한번째 엄마,마을금고 연쇄습격사건,어깨 너머의 연인,박치기 LOVE & PEACE,행복,두 얼굴의 여친,브라보 마이 라이프,만남의 광장,디워,날아라 허동구,뷰티풀 선데이,쏜다,최강로맨스,특별시 사람들,4.4.4,상성: 상처받은 도시,경의선,훌라걸스,마강호텔,김관장 대 김관장 대 김관장,허브,조폭마누라3,미녀는 괴로워,그해 여름,해바라기,사랑 따윈 필요 없어,마음이...,폭력써클,가문의 부활 - 가문의 영광3,뚝방전설,원탁의 천사,신데렐라,게드전기 : 어스시의 전설,괴물,포켓몬 레인저와 바다의 왕자 마나피,아파트,호로비츠를 위하여,공필두,맨발의 기봉이,연리지,청춘만화,데이지,흡혈형사 나도열,언노운,강적,환생,빨간모자의 진실,언더월드2 - 에볼루션,야수,작업의 정석,애인,6월의 일기,소년, 천국에 가다,야수와 미녀,미스터 주부퀴즈왕,가문의 위기(가문의 영광2),옹박 : 두번째 미션,웰컴 투 동막골,부기맨,천군,분홍신,간 큰 가족,잠복근무,말아톤,당신이 사랑하는 동안에,남극일기,블랙아웃,여자, 정혜,월드 오브 투모로우,신석기 블루스,블레이드 3,나비효과,주홍글씨,80일간의 세계 일주,시실리 2km,늑대의 유혹,령,효자동 이발사,범죄의 재구성,마지막 늑대,태극기 휘날리며,텍사스 전기톱 연쇄살인사건,pm 11:14,나인 야드 2,착신아리,옹박 - 무에타이의 후예,고독이 몸부림칠 때,휴먼 스테인,그녀를 모르면 간첩,빙우,동해물과 백두산이,은장도,언더월드,오! 브라더스,하늘정원,이중간첩,어댑테이션,색즉시공,중독",10060462,"파묘,사바하,검은 사제들,12번째 보조사제,버스,인도에서 온 말리,어둑시니: 두려움을 먹는 자,오오단편극장 - 이학주 배우전,1월 단편 상상극장-해피 뉴 스타,제14회 미쟝센 단편영화제 전년도 수상작1,제13회 미쟝센 단편영화제 심야의 절대구타 360,제13회 미쟝센 단편영화제 절대악몽1","파묘,이상한 나라의 수학자,천문: 하늘에 묻는다,봉오동 전투,행복의 나라로,침묵,특별시민,대호,루시,명량,신세계,범죄와의 전쟁: 나쁜놈들 전성시대,마당을 나온 암탉,악마를 보았다,악마를 보았다 감독판,히말라야, 바람이 머무는 곳,친절한 금자씨,주먹이 운다(Crying Fist),꽃피는 봄이 오면,올드보이,오원 장승업 취화선,취화선,파이란,해피엔드,쉬리,조용한 가족,넘버 3,사라는 유죄,우리사랑 이대로,우리들의 일그러진 영웅,추락하는 것은 날개가 있다,구로 아리랑,대호,겨울의 길목","파묘,도그데이즈,대도시의 사랑법,영웅,유열의 음악앨범,뺑반,변산,계춘할망,성난 변호사,협녀, 칼의 기억,차이나타운,몬스터,네버다이 버터플라이,은교,영아,현대 심리학의 이해",0.0,0.0,534287.0,1830738.0,1821656.5,1629617.6666666667,False,923802.5294117648,1094437.76,False,False,True,False,False,False,False,True,1177971.75,1730177.8333333335,6.2844444444444445,5.794117647058823,5.678200692041522,-25.096903333333337,-4.510697857142857,-36.04954818181819,-4.121464021978022,-32.96696277777778,-3.342840480519481,-12.830452633327162,-3.450555925964032,-28.733705722040703,-3.631055914792048,-27.324837539572368,-3.007436651862408,6606381,8412538,0,0,0,-26.53891857142857,-24.016441636786134,-19.19475571428571,-17.719830424659666
3.0,범죄도시4,2024-04-24,105948680909.0,0.04,105948680909.0,11075758.0,11375758.0,2980.0,340400.0,한국,"주식회사 빅펀치픽쳐스,(주)홍필름,(주)비에이엔터테인먼트","주식회사 에이비오엔터테인먼트,플러스엠 엔터테인먼트","액션,범죄",허명행,"김무열,박지환,이동휘,마동석,곽자형,이범수,김민재,이지훈,이주빈,김도건,김지훈,현봉식,김신비,김영웅,류지훈,백승환,배재원,안성봉,김호준,정인기,권일용,박보경,김수진,배해선,조진결,최현도,강준석,정유겸,김선문,김모범,주석인,박근정,이상진,최순진,강전영,정지영,고서정,조현식,정기욱,김근혁,장태민,임서아,강신철,김형범,김형국,이한솔,홍상우,주미진,서원준,이가회,김시영,민효경,박현진,강지연,지지안,우지영,김예소리",20228797,1,1,1,5005375,3713108,1217759,1735.7388784305954,1370.0783300827577,606.1518168242907,A,김무열,마동석,1,29.61428571428572,25.11428571428572,11.971428571428572,10004099,10021341.0,플러스엠 엔터테인먼트,20141469,"탈주,범죄도시4,열대야,파반느,데드맨,드림,대도시의 사랑법,리볼버,야당,크로스,호프,서울의 봄,화란,타겟,범죄도시3,교섭,쥬라기캅스 극장판: 공룡시대 대모험,헌트,범죄도시2,카브리올레,젠틀맨,서울괴담,킹메이커,파이프라인,대외비,유체이탈자,아이들은 즐겁다,미드나이트 스카이,더 프롬,맹크,힐빌리의 노래,트라이얼 오브 더 시카고 7,디바,보고타,자산어보,오케이 마담,너와 파도를 탈 수 있다면,감쪽같은 그녀,엔젤 해즈 폴른,매튜 본의 백조의 호수,날씨의 아이,나랏말싸미,롱 리브 더 킹: 목포 영웅,헬보이,지푸라기라도 잡고 싶은 짐승들,미스터 주: 사라진 VIP,기묘한 가족,미래의 미라이,은혼2: 규칙은 깨라고 있는 것,도어락,명당,리틀 포레스트,썬키스 패밀리,너의 결혼식,변산,덕구,커뮤터,기억의 밤,부라더,범죄도시,스파이 게임,로마의 휴일,박열,슈퍼 빼꼼: 스파이 대작전,아빠는 딸,분노,신 고질라,딥워터 호라이즌,너의 이름은.,로스트 인 더스트,비틀스: 에잇 데이즈 어 위크 – 투어링 이어즈,카이: 거울 호수의 전설,국가대표 2,나이스 가이즈,런던 해즈 폴른,22,미씽: 사라진 여자,몽 루아,날, 보러와요,동주,셜록: 유령신부,리틀 보이,더 기프트,춘희막이,미쓰 와이프,제 7기사단,베스트 오브 미,바람의 검심 : 전설의 최후편,이미테이션 게임,워킹걸,일곱난쟁이,워 호스,현기증,제보자,바람의 검심 : 교토 대화재편,아빠를 빌려드립니다,지옥이 뭐가 나빠,씬 시티: 다크히어로의 부활,극장판 뛰뛰빵빵 구조대 미션: 둥둥이를 구하라!",10088291,"범죄도시4,황야,판도라","범죄도시4,정직한 후보2,보이스,대외비,침입자,침입자,정직한 후보,악인전,인랑,기억의 밤,대립군,머니백,연평해전,개들의 전쟁,은교,최종병기 활 감독확장판,최종병기 활,로맨틱 헤븐,김종욱 찾기,작전,메모리즈,멸공의 횃불,데이 드리밍,인류멸망 보고서","범죄도시4,거룩한 밤: 데몬 헌터스,황야,범죄도시3,범죄도시3,압꾸정,범죄도시2,이터널스,백두산,시동,나쁜 녀석들: 더 무비,롱 리브 더 킹: 목포 영웅,노리개: 그녀의 눈물,악인전,성난황소,동네사람들,원더풀 고스트,신과함께-인과 연,챔피언,신과함께-죄와 벌,부라더,범죄도시,특별시민,부산행:익스텐디드,두 남자,부산행,굿바이 싱글,섬. 사라진 사람들,함정,악의 연대기,베테랑,일대일,군도: 민란의 시대,살인자,결혼전야,더 파이브,배우는 배우다,감기,뜨거운 안녕,공정사회,노리개,반창꼬,이웃사람,노리개 무삭제 확장판,범죄와의 전쟁: 나쁜놈들 전성시대,우리 만난 적 있나요,부당거래,그라운드 제로,오월,래빗",0.0,0.0,1027878.0,998392.625,7543638.8,4860988.416666667,False,2639978.4444444445,1457796.4594594594,False,False,True,False,False,False,False,True,4285758.4,2929690.520833333,5.842553191489362,5.503378378378378,5.423452768729642,-28.291500000000013,-8.525450714285714,-18.51552909090909,-4.500673890109891,-25.17425833333333,-3.380391558441558,-27.3258068104796,-9.049212054815843,-17.340533332856907,-4.385829408161727,-23.105739966393045,-3.2007508451816986,8718483,9936242,0,0,0,-31.394211428571424,-29.30407312496348,-16.65401428571428,-15.297828108393876
4.0,아바타: 물의 길,2022-12-14,137647702899.0,0.052,137647702899.0,10805065.0,10805065.0,2809.0,283037.0,미국,,월트디즈니컴퍼니코리아 유한책임회사,"액션,어드벤처,SF,스릴러",제임스 카메론,"조 샐다나,샘 워싱턴,시고니 위버,스티븐 랭,케이트 윈슬렛",20225061,1,1,1,3201537,2814863,1985493,1154.8961092501931,1265.188198279183,974.9194023569022,A,조 샐다나,샘 워싱턴,1,29.31428571428572,33.028571428571425,25.042857142857144,10065071,10035005.0,월트디즈니컴퍼니코리아 유한책임회사,20161801,"데드풀과 울버린,인사이드 아웃 2,혹성탈출: 새로운 시대,오멘: 저주의 시작,모아나 2,무파사: 라이온 킹,에이리언: 로물루스,가여운 것들,넥스트 골 윈즈,위시,더 마블스,크리에이터,베니스 유령 살인사건,헌티드 맨션,인디아나 존스: 운명의 다이얼,엘리멘탈,인어공주,가디언즈 오브 갤럭시: Volume 3,앤트맨과 와스프: 퀀텀매니아,부기맨,이니셰린의 밴시,아바타: 물의 길,더 메뉴,스트레인지 월드,블랙 팬서: 와칸다 포에버,아바타 리마스터링,토르: 러브 앤 썬더,버즈 라이트이어,닥터 스트레인지: 대혼돈의 멀티버스,비틀즈 겟 백: 루프탑 콘서트,메이의 새빨간 비밀,암스테르담,프레이,나일 강의 죽음,웨스트 사이드 스토리,엔칸토: 마법의 세계,프렌치 디스패치,이터널스,고장난 론,라스트 듀얼: 최후의 결투,샹치와 텐 링즈의 전설,프리 가이 ,정글 크루즈,블랙 위도우,루카,크루엘라,나이트메어 앨리,킹스맨: 퍼스트 에이전트,노매드랜드,라야와 마지막 드래곤,소울,뉴 뮤턴트,온워드: 단 하루의 기적,브링 더 소울 : 더 무비,엠티맨,뮬란,언더워터,콜 오브 와일드,조조 래빗,스파이 지니어스 ,스타워즈: 라이즈 오브 스카이워커,포드 V 페라리,겨울왕국 2,터미네이터: 다크 페이트,말레피센트 2,라이온 킹,토이 스토리 4,알라딘,어벤져스: 엔드게임,덤보,캡틴 마블,더 페이버릿: 여왕의 여자,메리 포핀스 리턴즈,알리타: 배틀 엔젤,글래스,주먹왕 랄프 2: 인터넷 속으로,호두까기 인형과 4개의 왕국,번 더 스테이지: 더 무비,보헤미안 랩소디,곰돌이 푸 다시 만나 행복해,인크레더블 2,앤트맨과 와스프,한 솔로: 스타워즈 스토리,어벤져스: 인피니티 워,블랙 팬서,시간의 주름,쓰리 빌보드,셰이프 오브 워터: 사랑의 모양,코코,위대한 쇼맨,스타워즈: 라스트 제다이,토르: 라그나로크,인휴먼즈,리틀 프린세스 소피아 : 신비한 섬,카3: 새로운 도전,캐리비안의 해적: 죽은 자는 말이 없다,가디언즈 오브 갤럭시 VOL. 2,미녀와 야수,로건,리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,그래, 가족,모아나,로그 원: 스타워즈 스토리,데드풀,캡틴 아메리카: 시빌 워,마션,어벤져스: 에이지 오브 울트론,캡틴 아메리카: 윈터 솔져,그랜드 부다페스트 호텔,겨울왕국,스토커,어벤져스,블랙 스완,타이타닉,팀 버튼의 크리스마스 악몽",10064304,"아바타: 물의 길,아바타 리마스터링,아바타 3D 스페셜에디션,아바타,에이리언 오브 더 딥,고스트 오브 어비스,제임스 카메론의 비스마르크호의 비밀,타이타닉,트루 라이즈 ,터미네이터 2 : 심판의 날 감독판,터미네이터2 3D,심연,에이리언 2 ,터미네이터 ","가디언즈 오브 갤럭시: Volume 3,아바타: 물의 길,아바타 리마스터링,암스테르담,잃어버린 세계를 찾아서,어벤져스: 인피니티 워,가디언즈 오브 갤럭시 VOL. 2,아이 킬 자이언츠,스타트렉 비욘드,니나,가디언즈 오브 갤럭시,마놀로와 마법의 책,아웃 오브 더 퍼니스,인피니틀리 폴라 베어,블러드 타이즈 ,스타트렉 다크니스,더 스토리: 세상에 숨겨진 사랑,콜롬비아나,아바타 3D 스페셜에디션,아바타,올랜도 블룸의 위험한 열정,드럼라인,크로스 로드,스나이피스,열정의 무대","아바타: 물의 길,아바타 리마스터링,라스트 선,오두막,더 타이탄,헌터스 프레어,핵소 고지,에베레스트,미스터 하이네켄,사보타지: 무삭제,사보타지,드리프트,타이탄의 분노,맨 온 렛지,텍사스 킬링 필드 ,언피니시드,라스트 나잇,타이탄,아바타 3D 스페셜에디션,아바타,터미네이터 : 미래전쟁의 시작,맥베드,벼락 맞다!,아찔한 십대,똑바로살아라,더러운 짓거리,탭탭탭",230712.0,230712.0,230712.0,3828595.0,117636.0,117636.0,True,840965.0303030303,2155271.126984127,True,False,False,False,False,False,True,False,174174.0,1973115.5,9.338235294117649,9.1628664495114,9.13548387096774,-21.48964833333333,-4.932168214285716,-16.82979303030303,-2.609719186813188,-30.463978888888896,-2.791207454545455,-19.851903619082748,-5.551802014714411,-15.50600733161582,-2.6810865187871484,-27.67485013587057,-2.635876413407534,6016400,8001893,0,0,0,-17.551787142857144,-16.853685790427562,-21.739337142857146,-19.13280619735159
5.0,범죄도시3,2023-05-31,104687737771.0,0.04,104687737771.0,10682813.0,10682813.0,2582.0,311915.0,한국,"주식회사 빅펀치픽쳐스,(주)홍필름,(주)비에이엔터테인먼트","주식회사 에이비오엔터테인먼트,플러스엠 엔터테인먼트","범죄,액션",이상용,"정호진,마동석,황순명,이준혁,아오키 무네타카,이범수,김민재,이지훈,김도건,고규필,전석호,안세호,한규원,최우준,최동구,이세호,이태규,배누리,최광제,심영은,김기호,고건한,신현용,쿠니무라 준,박지환,윤상돈,김지수,박혜영,마동석,강윤,홍준영,류성현,유인혁,김원경,박상원,공대유,박준혁,공경배,김민,최원석,송이우,주혁,전아희,손지영,차재현,연예림,이혜지,박상남,이재성,이재혁,서문호,한기장,손인용,정미형,최춘범,이진한,김태윤,백남준,박태산,이충구,김소원,강희제,강한별,홍이주,배소영,서영진,손태오,남지우,신혜선,주예은,채건희,이정환,심하늘,김리우,장용희,최현도,김다솔,이명로,정우탁,정현옥,여성환,김영조,문경린,이형석,이찬희,김우현,류한종,손종복,이진희,김민준,이윤석,정수원,조국형,박현석,김민수,최광덕,이상원,임소현,이한솔,홍상우,정무성,강하나,최태주,김주희,손승훈,이문빈,정규영,전민정,임연빈,이호철,이동호,김병탁,김세중",20226411,1,1,1,6053085,1993031,1031288,2527.9872919276886,951.1328742841556,741.9338129496402,A,마동석,이준혁,1,37.957142857142856,16.142857142857146,14.55714285714286,10021341,20133615.0,플러스엠 엔터테인먼트,20141469,"탈주,범죄도시4,열대야,파반느,데드맨,드림,대도시의 사랑법,리볼버,야당,크로스,호프,서울의 봄,화란,타겟,범죄도시3,교섭,쥬라기캅스 극장판: 공룡시대 대모험,헌트,범죄도시2,카브리올레,젠틀맨,서울괴담,킹메이커,파이프라인,대외비,유체이탈자,아이들은 즐겁다,미드나이트 스카이,더 프롬,맹크,힐빌리의 노래,트라이얼 오브 더 시카고 7,디바,보고타,자산어보,오케이 마담,너와 파도를 탈 수 있다면,감쪽같은 그녀,엔젤 해즈 폴른,매튜 본의 백조의 호수,날씨의 아이,나랏말싸미,롱 리브 더 킹: 목포 영웅,헬보이,지푸라기라도 잡고 싶은 짐승들,미스터 주: 사라진 VIP,기묘한 가족,미래의 미라이,은혼2: 규칙은 깨라고 있는 것,도어락,명당,리틀 포레스트,썬키스 패밀리,너의 결혼식,변산,덕구,커뮤터,기억의 밤,부라더,범죄도시,스파이 게임,로마의 휴일,박열,슈퍼 빼꼼: 스파이 대작전,아빠는 딸,분노,신 고질라,딥워터 호라이즌,너의 이름은.,로스트 인 더스트,비틀스: 에잇 데이즈 어 위크 – 투어링 이어즈,카이: 거울 호수의 전설,국가대표 2,나이스 가이즈,런던 해즈 폴른,22,미씽: 사라진 여자,몽 루아,날, 보러와요,동주,셜록: 유령신부,리틀 보이,더 기프트,춘희막이,미쓰 와이프,제 7기사단,베스트 오브 미,바람의 검심 : 전설의 최후편,이미테이션 게임,워킹걸,일곱난쟁이,워 호스,현기증,제보자,바람의 검심 : 교토 대화재편,아빠를 빌려드립니다,지옥이 뭐가 나빠,씬 시티: 다크히어로의 부활,극장판 뛰뛰빵빵 구조대 미션: 둥둥이를 구하라!",20066385,"범죄도시3,범죄도시2","범죄도시4,거룩한 밤: 데몬 헌터스,황야,범죄도시3,범죄도시3,압꾸정,범죄도시2,이터널스,백두산,시동,나쁜 녀석들: 더 무비,롱 리브 더 킹: 목포 영웅,노리개: 그녀의 눈물,악인전,성난황소,동네사람들,원더풀 고스트,신과함께-인과 연,챔피언,신과함께-죄와 벌,부라더,범죄도시,특별시민,부산행:익스텐디드,두 남자,부산행,굿바이 싱글,섬. 사라진 사람들,함정,악의 연대기,베테랑,일대일,군도: 민란의 시대,살인자,결혼전야,더 파이브,배우는 배우다,감기,뜨거운 안녕,공정사회,노리개,반창꼬,이웃사람,노리개 무삭제 확장판,범죄와의 전쟁: 나쁜놈들 전성시대,우리 만난 적 있나요,부당거래,그라운드 제로,오월,래빗","서울의 봄,범죄도시3,소방관,야구소녀,언니,신과함께-인과 연,신과함께-죄와 벌,악마를 보았다,청담보살",12693415.0,12693415.0,4089439.0,3696418.0,37528.0,4171305.0,False,1066196.1739130437,878415.4523809524,False,False,True,False,False,False,False,True,2063483.5,3933861.5,6.447513812154696,6.097777777777778,5.960474308300396,-10.656367499999988,-3.0534457142857145,-39.93312333333333,-6.177088989010988,-30.806469999999987,-4.345532311688312,-9.808027917298205,-3.7576586359517816,-37.034399544597946,-5.883171968468144,-28.22251150295536,-4.066483078249349,8046116,9077404,0,0,0,-50.33156142857143,-46.44988311546226,-14.519878571428569,-13.326576455337303
