,1,2,3,4,5,6,7,8,9,10,11,12,13,14
골드핑거,100.0,75.37542,85.9123,65.42487128992165,50.97590088127778,44.7642,35.94495,28.92371,22.00793,18.78358,17.39624809876138,13.262701572239491,11.02405,11.67194
슈가│어거스트 디 투어 ‘디-데이’ 더 무비,100.0,65.66339,74.20147,65.08982948958472,62.364882834727304,51.07493,48.09582,31.60319,40.84766,37.56142,41.37760608879083,33.044077925344155,23.55651,21.00737
메이 디셈버,95.54231,100.0,90.56725,69.32858500650273,65.18163541655353,58.38876,52.77161,36.89024,28.18736,33.35181,24.666475157046516,22.577041314481907,22.44087,19.81707
썸머 필름을 타고!,59.09422,90.6501,85.40297,70.3160259269929,75.98908875056392,80.61845,50.8522,46.46944,75.26174,55.66106,43.504504146222736,43.111622168328445,54.9793,53.88361
네가 떨어뜨린 푸른 하늘,80.06823,85.34741,84.38106,70.3160259269929,65.69111998322575,63.00488,58.9985,34.8009,26.64514,27.09461,23.611537883269023,24.40584206853334,22.95544,19.29025
바튼 아카데미,87.42448,81.83359,90.59353,70.3160259269929,67.37247488279895,71.48913,60.04769,37.62056,30.46104,36.98993,28.625738534109928,21.27262364260901,22.40593,19.11499
어른 김장하,81.80174,100.0,91.24736,62.53019957699551,54.39254203045295,56.94486,50.27116,43.31123,44.20006,42.01566,28.473855918107624,28.451849790042118,33.62458,41.94034
양자경의 더 모든 날 모든 순간,62.79298,63.72725,71.91444,70.3160259269929,70.68405278531205,58.42484,78.42157,65.21062,45.42697,39.33781,35.30207643741568,40.36193683323276,34.01081,31.3719
괴담만찬,64.57191,71.54537,69.13955,70.3160259269929,60.425108876845606,45.91181,38.50171,25.20976,19.27226,18.98544,17.284009658176714,15.855697273696448,16.2928,15.6678
이니셰린의 밴시,55.86905,58.54855,93.82747,70.3160259269929,63.18519446045321,63.51368,50.80707,37.37732,34.45893,36.61544,28.929081869958974,29.960180923344392,28.93207,25.07102
리빙: 어떤 인생,73.05978,72.9191,78.21805,57.522299242077665,57.017017625220106,75.40445,84.12661,60.18757,58.56975,72.59085,65.91405988229575,79.75650699314565,94.23212,57.5381
마이 샤이니 월드,60.45152,70.3160259269929,71.49307886529841,58.49627,48.13545,44.95061,43.13646,45.81737,57.176949112339834,40.40073837388492,34.34791,33.03769,23.20096,18.94779
나의 올드 오크,86.63778,79.97334,100.0,67.3481130414612,61.76411694580143,58.98033,53.80428,39.86448,34.86615,39.07586,32.62357025139429,29.677244714786205,33.87759,32.03376
라이스보이 슬립스,71.7661,62.07249,88.94702,70.3160259269929,59.217204554085114,53.87312,52.57848,32.93774,25.80105,26.31891,23.83188721371644,24.604994066495223,27.11187,17.41827
3000년의 기다림,64.70301,75.72216,93.08666,70.3160259269929,60.35128625397275,49.55371,46.25121,39.13502,31.88899,34.65189,29.28692715750403,28.698488812267726,22.89029,21.17413
플로라 앤 썬,76.13874,70.3160259269929,46.11053063647631,62.12041,50.1178,37.52617,40.3534,47.27748,32.15761407398648,31.18228190434967,41.51832,30.77225,19.67277,27.17277
큐어,54.60475,71.48724,93.53498,70.3160259269929,71.15885922274364,67.29319,50.22709,35.21936,27.07769,26.36741,22.389958659647153,21.542272417102136,22.49226,21.79648
고속도로 가족,83.73628,89.63069,83.18594,70.3160259269929,60.37058732866509,50.6661,49.56541,36.88845,20.70444,19.82009,18.433697776890824,18.653340196447115,15.06053,11.21569
천룡팔부: 교봉전,58.47371,59.4053,71.79045,70.3160259269929,65.26272385721346,51.01454,42.89816,27.53956,18.7149,18.05768,16.134279349847045,32.992682832237776,23.11766,15.70954
스트리머,94.93113,79.62844,80.46124,70.3160259269929,67.92203709423521,52.49039,42.97725,32.43113,33.07174,42.85714,36.464330029962944,37.50241881235681,28.16303,25.18417
닥터 스트레인지: 대혼돈의 멀티버스,83.58403,100.0,65.18006,38.38286763936798,35.8420398741228,29.39095,23.51463,21.87268,21.84978,25.50619,25.939258510748417,24.61647900350224,17.85536,14.90624
범죄도시2,81.79817,82.63932,76.11448,67.86779066267725,79.75650699314565,64.42164,52.31474,46.74291,42.25912,45.56843,44.61785997434037,49.711871904546214,42.40089,39.36141
해적: 도깨비 깃발,45.33693,61.04397,71.65502,63.07768015486307,72.64674078765287,90.19795,100.0,82.41913,48.70195,46.88424,42.09859146063325,42.30339365341201,30.60871,27.21528
신비한 동물들과 덤블도어의 비밀,79.25939,79.88383,79.00153,70.3160259269929,69.97402048180557,51.73497,43.86055,40.47242,42.73386,52.61134,51.346147357600984,52.555757650051504,47.79776,44.42201
더 배트맨,100.0,55.7364,43.09207,44.1211,43.15344435517963,41.5726964389436,30.62402,30.20169,33.1,20.5104,24.44582,23.51398846050051,24.70291113013071,17.03917
킹메이커,60.46166,66.49781,75.43259,68.05627980177714,75.1306056605911,92.36181,100.0,86.02983,51.81448,50.57142,46.11573195863717,44.79073591005514,31.58302,28.7036
언차티드,74.54984,81.16732,81.27853,70.3160259269929,74.5523470579387,54.54545,45.69891,45.62528,38.11414,42.61534,45.0268812655551,47.922486816250796,47.14944,49.08166
경관의 피,76.27623,82.15214,78.16748,69.02445413116331,79.75650699314565,53.51286,44.40415,40.33955,34.0489,36.77427,34.85599156893484,34.71251227078447,28.02064,24.39222
이상한 나라의 수학자,75.39737,62.83018,77.1874,70.3160259269929,77.27895883556127,51.75079,42.80068,40.5508,43.15011,50.41844,52.307409621638534,46.12077934762493,36.15639,32.54656
모비우스,82.80799,81.70839,79.44563,70.3160259269929,64.63823838310783,46.44666,38.33459,34.12918,29.04318,34.72954,33.56712694010343,32.156435856414646,23.92076,24.16056
특송,52.99204,74.38707,79.9744,70.3160259269929,71.83731592513153,54.79422,45.96168,42.23013,42.50689,46.12966,41.68452147875697,41.800154021237354,31.48582,29.68603
니 부모 얼굴이 보고 싶다,56.10658,60.4018,74.65095,70.3160259269929,65.92227029179328,51.6757,47.90939,51.66672,53.95607,37.72163,24.51185724763565,24.662905266222946,21.12192,21.08972
뜨거운 피,60.44266,67.46342,76.7704,70.3160259269929,65.27872301251628,47.98663,38.56003,38.41422,32.95913,34.96153,31.812699903609396,30.969212395917477,24.25733,21.15854
나일 강의 죽음,55.75667,62.75034,71.68558,70.3160259269929,67.43164623533717,54.72196,46.01777,40.92457,31.14001,29.54821,26.072387842635997,28.054877727785136,19.39652,17.09148
문폴,46.9153,42.97785,70.01655,70.3160259269929,56.537393894766126,34.27209,28.20887,25.12826,21.05345,25.49134,25.54392774978168,22.32371869697028,15.22931,13.09316
앵커,66.94521,75.45841,89.69753,70.3160259269929,69.1161754438887,67.56846,61.31508,55.36708,41.79147,42.83532,37.84460549249944,34.55033538946461,27.86468,25.05517
하우스 오브 구찌,100.0,90.39742,90.81925,65.82680472572294,69.50082512581524,58.35248,47.847,43.99838,38.17096,45.78998,55.705248752893056,48.38275364245754,33.52608,29.02576
웨스트 사이드 스토리,87.24992,92.25328,91.8931,70.3160259269929,68.41459733012348,44.50395,40.54755,30.76291,30.17318,28.5477,25.43943110365158,21.787762945627037,18.7276,16.64862
앰뷸런스,51.41849,65.13182,80.2655,70.3160259269929,45.91255903481793,31.96249,31.31637,23.92684,19.56368,19.97029,19.02553370391314,15.213856783669106,13.52023,10.72966
서울괴담,64.85568,67.17215,71.13485,70.3160259269929,63.54275085695417,47.94087,47.2653,52.9898,61.32232,42.63682,29.14359497025445,27.12454200066219,22.0873,20.22862
안테벨룸,65.05773,73.1093,71.23591,70.3160259269929,71.07540998947671,69.09944,56.44955,27.76577,24.88438,29.79839,30.438921641868546,30.883529980454743,22.93068,25.189
스텔라,43.09566,59.41958,78.83398,70.3160259269929,67.77857108945595,46.10705,50.45587,49.31546,47.75511,41.13265,33.60174351966728,33.37142255699613,29.02812,23.86389
스펜서,49.59493,49.36625,79.15582,70.3160259269929,60.21174426933755,42.00218,44.778,31.46332,26.41527,28.46125,23.61544042270797,21.01162844912464,20.72253,17.48935
인민을 위해 복무하라,98.76175,90.27394,90.46647,70.3160259269929,74.65079051452034,64.30976,54.28598,67.75096,54.99295,45.16695,32.3565803009495,33.76817927668423,31.9734,64.20876
그대가 조국,87.62803,85.76461,78.79361,70.3160259269929,75.62332540949336,70.50918,87.01074,74.37167,43.6915,53.02122,46.38931755231392,51.557317841607116,50.10305,29.53919
나의 촛불,59.79275,84.96545,70.3160259269929,64.21751483306828,53.35914,46.21574,42.35178,40.81074,51.33986,45.25462784193003,37.665313502239606,29.75783,24.78554,14.54869
나이트메어 앨리,82.97027,75.13949,76.48352,70.3160259269929,74.58075632572965,70.44479,55.09979,28.03948,26.15892,28.33726,28.706651185144114,28.148846844324463,22.49436,25.169
어나더 라운드,72.34199,74.63083,89.75191,70.3160259269929,65.98873138907067,64.11695,56.34967,46.10897,49.60129,37.29326,37.894023595520935,48.41097149463171,56.7336,61.84288
시라노,100.0,94.2359,92.18332,68.13131403304384,68.16248701151815,63.82679,56.36159,30.97146,27.73794,38.39448,29.488635709478203,24.93721979637517,20.32897,29.25629
리코리쉬 피자,93.22194,84.3693,85.79459,70.3160259269929,74.281095177655,68.49315,62.11101,40.6683,29.89943,33.61311,24.62090334064323,27.269658965136216,33.89817,27.17554
우연과 상상,66.60961,100.0,92.80358,57.56515685988016,60.880143676193605,66.71556,56.38141,54.39282,41.10839,43.13773,43.009106648759285,40.69726509123474,38.4515,38.4026
